21:54:12.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:13.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:13.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:14.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:14.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:15.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:16.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:16.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:17.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:17.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:18.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:19.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:19.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:20.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:20.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:21.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:22.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:22.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:23.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:23.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:24.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:25.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:25.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:26.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:26.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:27.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:28.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:28.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:29.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:30.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:30.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:31.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:31.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:32.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:33.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:33.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:34.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:34.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:35.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:36.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:36.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:37.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:37.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:38.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:39.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:39.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:40.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:40.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:41.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:42.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:42.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:43.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:43.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:44.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:45.2N	Frankenstein; or, the modern prometheus	downloading	download	0	-
21:54:45.2N	Frankenstein; or, the modern prometheus	downloading	download	100	-
21:54:46.2N	Frankenstein; or, the modern prometheus	cleaning	clean	100	-
21:54:46.2N	Frankenstein; or, the modern prometheus	cleaning	clean	100	-
21:54:47.2N	Frankenstein; or, the modern prometheus	cleaning	clean	100	-
21:54:48.2N	Frankenstein; or, the modern prometheus	parsing	parse	0	-
21:54:48.2N	Frankenstein; or, the modern prometheus	parsing	parse	100	-
21:54:49.2N	Frankenstein; or, the modern prometheus	parsing	parse	100	-
21:54:49.2N	Frankenstein; or, the modern prometheus	parsing	parse	100	-
21:54:50.2N	Frankenstein; or, the modern prometheus	chunking	chunk	93	-
21:54:51.2N	Frankenstein; or, the modern prometheus	chunking	chunk	100	-
21:54:51.2N	Frankenstein; or, the modern prometheus	chunking	chunk	100	-
21:54:52.2N	Frankenstein; or, the modern prometheus	summarizing	summarize	41	-
21:54:52.2N	Frankenstein; or, the modern prometheus	summarizing	summarize	100	-
21:54:53.2N	Frankenstein; or, the modern prometheus	summarizing	summarize	100	-
21:54:54.2N	Frankenstein; or, the modern prometheus	summarizing	summarize	100	-
21:54:54.2N	Frankenstein; or, the modern prometheus	embedding	embed	100	-
21:54:55.2N	Frankenstein; or, the modern prometheus	embedding	embed	100	-
21:54:55.2N	Frankenstein; or, the modern prometheus	embedding	embed	100	-
21:54:56.2N	Frankenstein; or, the modern prometheus	ready	index	100	-
